"id","rank","title","url","points","comments","scrape-date"
"44022353","1","Show HN: I modeled the Voynich Manuscript with SBERT to test for structure","https://github.com/brianmg/voynich-nlp-analysis","240","63","2025-05-18 21:47:03"
"44020591","2","Spaced repetition systems have gotten better","https://domenic.me/fsrs/","598","386","2025-05-18 21:47:03"
"44022448","3","Ditching Obsidian and building my own","https://amberwilliams.io/blogs/building-my-own-pkms","166","200","2025-05-18 21:47:03"
"44023144","4","Show HN: Vaev – A browser engine built from scratch (It renders google.com)","https://github.com/skift-org/vaev","72","21","2025-05-18 21:47:03"
"44022758","5","$30 Homebrew Automated Blinds Opener","https://sifter.org/~simon/journal/20240718.html","126","47","2025-05-18 21:47:03"
"44024055","6","Show HN: Python Simulator of David Deutsch’s ""Constructor Theory of Time""","https://github.com/gvelesandro/constructor-theory-simulator","20","2","2025-05-18 21:47:03"
"44022225","7","Spaced Repetition Memory System","https://notes.andymatuschak.org/Spaced_repetition_memory_system","114","11","2025-05-18 21:47:03"
"44024173","8","Hyper Typing","https://pscanf.com/s/341/","13","21","2025-05-18 21:47:03"
"44023680","9","K-Scale Labs: Open-source humanoid robots, built for developers","https://www.kscale.dev/","20","7","2025-05-18 21:47:03"
"44023423","10","The Fall of Roam","https://every.to/superorganizers/the-fall-of-roam","58","13","2025-05-18 21:47:03"
"43995094","11","Yahtzeeql – Yahtzee solver that's mostly SQL","https://github.com/charliemeyer/yahtzeeql","9","3","2025-05-18 21:47:03"
"44022265","12","Show HN: Buckaroo – Data table UI for Notebooks","https://github.com/paddymul/buckaroo","62","5","2025-05-18 21:47:03"
"44009185","13","Comparing Parallel Functional Array Languages: Programming and Performance","https://arxiv.org/abs/2505.08906","22","0","2025-05-18 21:47:03"
"44021824","14","Building my childhood dream PC","https://fabiensanglard.net/2168/index.html","111","44","2025-05-18 21:47:03"
"44022484","15","Emergent social conventions and collective bias in LLM populations","https://www.science.org/doi/10.1126/sciadv.adu9368","34","7","2025-05-18 21:47:03"
"44020734","16","Show HN: Hardtime.nvim – break bad habits and master Vim motions","https://github.com/m4xshen/hardtime.nvim","144","56","2025-05-18 21:47:03"
"44013201","17","Dezyne Programming Language","https://dezyne.org/dezyne/manual/dezyne/dezyne.html","16","0","2025-05-18 21:47:03"
"43990262","18","How the humble chestnut traced the rise and fall of the Roman Empire","https://www.bbc.com/future/article/20250513-what-chestnuts-reveal-about-the-roman-empire","28","1","2025-05-18 21:47:03"
"43999897","19","In Memoriam: John L. Young, Cryptome Co-Founder","https://www.eff.org/deeplinks/2025/05/memoriam-john-l-young-cryptome-co-founder","145","14","2025-05-18 21:47:03"
"44023471","20","Show HN: Stack Error – ergonomic error handling for Rust","https://github.com/gmcgoldr/stackerror","15","5","2025-05-18 21:47:03"
"44021883","21","Show HN: Model2vec-Rs – Fast Static Text Embeddings in Rust","https://github.com/MinishLab/model2vec-rs","45","4","2025-05-18 21:47:03"
"44016037","22","Mystical","https://suberic.net/~dmm/projects/mystical/README.html","344","41","2025-05-18 21:47:03"
"44017913","23","AniSora: Open-source anime video generation model","https://komiko.app/video/AniSora","313","173","2025-05-18 21:47:03"
"44020626","24","Show HN: A web browser agent in your Chrome side panel","https://github.com/parsaghaffari/browserbee","117","50","2025-05-18 21:47:03"
"44022781","25","Show HN: Racketmeter – Measure Badminton String Tension Using Sound Frequency","https://www.racketmeter.com/","25","8","2025-05-18 21:47:03"
"43991185","26","Magic Leap One Bootloader Exploit","https://github.com/EliseZeroTwo/ml1hax","58","3","2025-05-18 21:47:03"
"44020914","27","Working with Git Patches in Apple Mail (2023)","https://btxx.org/posts/mail/","43","21","2025-05-18 21:47:03"
"43993707","28","Project Verona: Fearless Concurrency for Python","https://microsoft.github.io/verona/pyrona.html","152","112","2025-05-18 21:47:03"
"44018886","29","Show HN: Chat with 19 years of HN","https://app.camelai.com/log-in?next=/hn/","114","77","2025-05-18 21:47:03"
"44022322","30","An Uplifting Origin of 86 (2001)","https://muse.jhu.edu/article/2832","30","10","2025-05-18 21:47:03"
